Nachname|Vorname|Geburtsdatum|Telefonnr.|Art
Skala|Sara|18.04.2004|01234-126826|Handy Mutter
Skala|Sara|18.04.2004|01234-362547|Dienststelle Mutter
Sobottka|Claudia|26.05.2010|01234-426236|Handy Großvater
Sobottka|Claudia|26.05.2010|01234-120385|Dienststelle Mutter
Sobottka|Claudia|26.05.2010|01234-806082|Dienststelle Vater
Sobottka|Claudia|26.05.2010|01234-501338|Handy Großmutter
Sobottka|Claudia|26.05.2010|01234-974601|Handy Vater
Sobottka|Claudia|26.05.2010|01234-567983|Handy Mutter
Solterbeck|Klaus|07.09.2008|01234-446884|Eltern
Solterbeck|Klaus|07.09.2008|01234-622399|Handy Mutter
Solterbeck|Klaus|07.09.2008|01234-534565|Handy Vater
Solterbeck|Klaus|07.09.2008|01234-800392|Dienststelle Vater
Sönnicksen|Sandra|07.10.2004|01234-733244|Mutter
Sönnicksen|Sandra|07.10.2004|01234-216108|Handy Stiefvater
Sönnicksen|Sandra|07.10.2004|01234-574923|Handy Mutter
Speer|Sabine|31.08.2007|01234-538730|Handy Vater
Speer|Sabine|31.08.2007|01234-600580|Eltern
Speer|Sabine|31.08.2007|01234-660680|Handy Mutter
Speer|Sabine|31.08.2007|01234-103862|Oma
Spica|Jessica|04.07.2004|01234-500725|Handy Vater
Spica|Jessica|04.07.2004|01234-511580|Eltern
Spica|Jessica|04.07.2004|01234-108590|Handy Mutter
Spica|Jessica|04.07.2004|01234-278480|Dienststelle Vater
Spica|Uta|17.07.2006|01234-425679|Eltern
Spica|Uta|17.07.2006|01234-302600|Handy Mutter
Spica|Uta|17.07.2006|01234-927828|Handy Vater
Spica|Jessica|04.07.2004|01234-790520|Dienststelle Mutter
Spica|Uta|17.07.2006|01234-500768|Dienststelle Mutter
Spica|Uta|17.07.2006|01234-711142|Dienststelle Vater
Stache|Jessika|30.11.2002|01234-307093|Handy Vater
Stache|Jessika|30.11.2002|01234-726793|Eltern
Staels|Vanessa|17.02.2009|01234-660551|Dienststelle Vater
Staels|Vanessa|17.02.2009|01234-983597|Dienststelle Mutter
Staels|Vanessa|17.02.2009|01234-160358|Handy Mutter
Staels|Vanessa|17.02.2009|01234-788674|Eltern
Staels|Vanessa|17.02.2009|01234-464539|Dienststelle Vater
Staels|Vanessa|17.02.2009|01234-498715|Handy Vater
Stahlmann|Patrick|23.01.2009|01234-756807|Notfallnummer
Stahlmann|Anke|25.06.2006|01234-668980|Vater
Stahlmann|Anke|25.06.2006|01234-585560|Handy Mutter
Stahlmann|Patrick|23.01.2009|01234-990893|Tante
Stahlmann|Patrick|23.01.2009|01234-952757|Handy Großvater
Stahlmann|Patrick|23.01.2009|01234-393791|Handy Großmutter
Stahlmann|Patrick|23.01.2009|01234-916259|Dienststelle Vater
Stahlmann|Anke|25.06.2006|01234-417184|Handy Vater
Stahlmann|Patrick|23.01.2009|01234-766458|Mutter
Stahlmann|Patrick|23.01.2009|01234-686867|Handy Mutter
Stahlmann|Patrick|23.01.2009|01234-866312|Handy Vater
Stahlmann|Patrick|23.01.2009|01234-598175|Dienststelle Mutter
Stahlmann|Anke|25.06.2006|01234-764659|Dienststelle Mutter
Steglitz|Leon|02.12.2004|01234-370758|Handy Mutter
Steglitz|Leon|02.12.2004|01234-137862|Festnetznummer
Steglitz|Leon|02.12.2004|01234-760375|Handy Vater
Steglitz|Leon|02.12.2004|01234-774134|Dienststelle Vater
Steinmüller|Marina|10.09.2009|01234-555491|Dienststelle Mutter
Steinmüller|Marina|10.09.2009|01234-570500|Dienststelle Vater
Steinmüller|Marina|10.09.2009|01234-858989|Handy Mutter
Steinmüller|Marina|10.09.2009|01234-400528|Eltern
Steinmüller|Marina|10.09.2009|01234-977491|Handy Vater
Stephan|Maria|09.07.2006|01234-981049|Eltern
Stephan|Maria|09.07.2006|01234-725843|Großeltern
Stephan|Maria|09.07.2006|01234-186048|Dienststelle Mutter
Stephan|Maria|09.07.2006|01234-824761|Handy Mutter
Stephan|Maria|09.07.2006|01234-925042|Handy Vater
Stolzenberg|Jessika|10.02.2010|01234-696600|Dienststelle Mutter
Stolzenberg|Jessika|10.02.2010|01234-329125|Dienststelle Vater
Stolzenberg|Jessika|10.02.2010|01234-517266|Handy Vater
Stolzenberg|Jessika|10.02.2010|01234-340790|Handy Mutter
Stolzenberg|Jessika|10.02.2010|01234-880363|Eltern
Stolzenberg|Jessika|10.02.2010|01234-951526|Großeltern
Stolzenburg|Tom|18.10.2010|01234-683601|Handy Mutter
Stolzenburg|Tom|18.10.2010|01234-856438|Handy Vater
Stolzenburg|Tom|18.10.2010|01234-459025|Notfallnummer
Strack|Martin|03.02.2007|01234-778728|Handy Vater
Strack|Martin|03.02.2007|01234-274924|Handy Mutter
Strack|Martin|03.02.2007|01234-174553|Eltern
Strack|Martin|03.02.2007|01234-982148|Großeltern
Stramm|Maximilian|20.08.2005|01234-530595|Handy Mutter
Stramm|Maximilian|20.08.2005|01234-669103|Handy Vater
Stramm|Maximilian|20.08.2005|01234-457586|Dienststelle Mutter
Stramm|Maximilian|20.08.2005|01234-666293|Festnetznummer
Suethausen|Jürgen|29.12.2006|01234-717658|Eltern
Suethausen|Jürgen|29.12.2006|01234-485682|Handy Mutter
Suethausen|Jürgen|29.12.2006|01234-217436|Handy Vater
Sünkes|Manuela|24.08.2002|01234-361915|Handy Mutter
Sünkes|Manuela|24.08.2002|01234-180826|Mutter
Tamsen|Jürgen|27.11.2007|01234-151832|Handy Vater
Tamsen|Jürgen|27.11.2007|01234-671877|Familienhelferin
Teuffenbach|Uwe|13.02.2007|01234-653814|Handy Mutter
Teuffenbach|Uwe|13.02.2007|01234-614348|Eltern
Teuffenbach|Uwe|13.02.2007|01234-144331|Handy Vater
Thiede|Felix|31.05.2010|01234-454546|Großeltern
Thiede|Felix|31.05.2010|01234-134251|Handy Vater
Thiede|Felix|31.05.2010|01234-161251|Handy Mutter
Thiede|Felix|31.05.2010|01234-402038|Eltern
Thiede|Felix|31.05.2010|01234-151046|Dienststelle Mutter
Thielen|Frank|15.01.2005|01234-215021|Handy Vater
Thielen|Frank|15.01.2005|01234-323447|Eltern
Thielen|Frank|15.01.2005|01234-615879|Handy Mutter
Thoben|Julia|15.02.2009|01234-644696|Großeltern
Thoben|Julia|15.02.2009|01234-931187|Handy Vater
Thoben|Julia|15.02.2009|01234-635638|Handy Mutter
Thoben|Julia|15.02.2009|01234-976587|Eltern
Thomas|Stefan|15.09.2004|01234-386274|Handy Vater
Thomas|Stefan|15.09.2004|01234-664526|Dienststelle Mutter
Thomas|Stefan|15.09.2004|01234-700318|Handy Mutter
Thomsen|Sara|29.07.2010|01234-584647|Oma
Thomsen|Sara|29.07.2010|01234-966112|Dienststelle Vater
Thomsen|Sara|29.07.2010|01234-296977|Handy Vater
Thomsen|Sara|29.07.2010|01234-687718|Handy Mutter
Thomsen|Sara|29.07.2010|01234-568112|Festnetznummer
Threinen|Manuela|08.02.2003|01234-595486|Dienststelle Vater
Threinen|Manuela|08.02.2003|01234-940730|Eltern
Timmermann|Eric|28.01.2005|01234-569289|Eltern
Timmermann|Eric|28.01.2005|01234-500814|Handy Mutter
Timmermann|Eric|28.01.2005|01234-978090|Handy Vater
Timmermann|Katja|25.05.2006|01234-853302|Familienhelferin
Timmermann|Eric|28.01.2005|01234-147825|Großeltern
Timmermann|Katja|25.05.2006|01234-564723|Handy Vater
Todt|Erik|01.03.2006|01234-209895|Eltern
Todt|Erik|01.03.2006|01234-545758|Handy Mutter
Todt|Erik|01.03.2006|01234-107657|Handy Vater
Tordsen|Sophie|08.12.2008|01234-216422|Handy Mutter
Tordsen|Sophie|08.12.2008|01234-760161|Handy Vater
Tordsen|Sophie|08.12.2008|01234-660509|Großeltern
Tordsen|Sophie|08.12.2008|01234-899622|Notfallnummer
Tordsen|Sophie|08.12.2008|01234-952702|Notfallnummer
Tordsen|Sophie|08.12.2008|01234-383799|Dienststelle Mutter
Tordsen|Sophie|08.12.2008|01234-883515|Dienststelle Vater
Tordsen|Sophie|08.12.2008|01234-238107|Eltern
Trapp|Sandra|03.09.2008|01234-440938|Handy Vater
Trapp|Sandra|03.09.2008|01234-746891|Dienststelle Vater
Trapp|Sandra|03.09.2008|01234-528396|Handy Mutter
Trapp|Sandra|03.09.2008|01234-245206|Eltern
Trapp|Sandra|03.09.2008|01234-296241|Dienststelle Mutter
Tretow|Melanie|18.12.2004|01234-409348|Handy Mutter
Tretow|Melanie|18.12.2004|01234-240031|Handy Vater
Tretow|Melanie|18.12.2004|01234-216982|Eltern
Tschudy|Nadine|20.09.2009|01234-566097|Handy Mutter
Tschudy|Nadine|20.09.2009|01234-796032|Handy Vater
Tschudy|Nadine|20.09.2009|01234-282568|Dienststelle Vater
Tschudy|Nadine|20.09.2009|01234-299764|Dienststelle Mutter
Tüttinghoff|Ulrike|13.01.2007|01234-525295|Handy Mutter
Tüttinghoff|Ulrike|13.01.2007|01234-604676|Handy Vater
Tüttinghoff|Ulrike|13.01.2007|01234-973239|Eltern
Tüttinghoff|Ulrike|13.01.2007|01234-679355|Dienststelle Vater
Twern|Tobias|23.10.2006|01234-236147|Dienststelle Vater
Twern|Tobias|23.10.2006|01234-237938|Dienststelle Mutter
Twern|Tobias|23.10.2006|01234-167116|Eltern
Twern|Tobias|23.10.2006|01234-909163|Handy Großmutter
Twern|Tobias|23.10.2006|01234-666776|Opa
Twern|Tobias|23.10.2006|01234-808948|Handy Vater
Twern|Tobias|23.10.2006|01234-710494|Handy Mutter
Ulfers|Nadine|20.10.2007|01234-164956|Mobilnummer
Ulfers|Nadine|20.10.2007|01234-562104|Festnetznummer
Ulrich|Claudia|17.09.2008|01234-468067|Tante
Ulrich|Claudia|17.09.2008|01234-938095|Handy Vater
Ulrich|Claudia|17.09.2008|01234-191029|Handy Mutter
Usedom|Daniela|31.05.2009|01234-985988|Handy Mutter
Usedom|Daniela|31.05.2009|01234-230736|Handy Vater
Vahlpagel|Uta|24.02.2009|01234-462955|Handy Großmutter
Vahlpagel|Uta|24.02.2009|01234-245337|Eltern
Vahlpagel|Uta|24.02.2009|01234-274921|Handy Mutter
Vahlpagel|Uta|24.02.2009|01234-966868|Handy Vater
Vahlpagel|Uta|24.02.2009|01234-502446|Dienststelle Vater
Vahlpagel|Uta|24.02.2009|01234-820813|Handy Großvater
Valentin|Maximilian|16.09.2008|01234-149724|Dienststelle Vater
Valentin|Maximilian|16.09.2008|01234-783487|Eltern
Valentin|Maximilian|16.09.2008|01234-458600|Handy Mutter
Valentin|Maximilian|16.09.2008|01234-228702|Dienststelle Mutter
Valentin|Maximilian|16.09.2008|01234-898281|Großeltern
Valentin|Maximilian|16.09.2008|01234-592429|Handy Vater
van Diest|Paul|28.10.2008|01234-830787|Handy Mutter
van Diest|Paul|28.10.2008|01234-742649|Dienststelle Vater
van Diest|Paul|28.10.2008|01234-770553|Großeltern
van Diest|Paul|28.10.2008|01234-334413|Großeltern
van Dülmen|Diana|14.09.2005|01234-994264|Dienststelle Mutter
van Dülmen|Diana|14.09.2005|01234-458258|Handy Vater
van Dülmen|Diana|14.09.2005|01234-796451|Eltern
van Dülmen|Diana|14.09.2005|01234-566166|Handy Mutter
Varensell|Stefan|08.08.2004|01234-958541|Handy Mutter
Varensell|Stefan|08.08.2004|01234-136901|Handy Vater
Varensell|Stefan|08.08.2004|01234-488894|Eltern
Venneker|Uta|25.03.2005|01234-887927|Handy Vater
Venneker|Uta|25.03.2005|01234-638305|Dienststelle Mutter
Venneker|Uta|25.03.2005|01234-219523|Handy Mutter
Venneker|Uta|25.03.2005|01234-813057|Eltern
Vidante|Karin|13.03.2004|01234-657413|Oma
Vidante|Karin|13.03.2004|01234-765288|Handy Vater
Vidante|Karin|13.03.2004|01234-920930|Handy Mutter
Vidante|Karin|13.03.2004|01234-354172|Eltern
Vidante|Karin|13.03.2004|01234-515039|Opa
Vidante|Karin|13.03.2004|01234-782242|Handy Großmutter
Vogel|Marina|07.02.2010|01234-902159|Handy Mutter
Vogel|Marina|07.02.2010|01234-212866|Dienststelle Mutter
Vogel|Marina|07.02.2010|01234-947716|Festnetznummer
Vogel|Marina|07.02.2010|01234-885590|Handy Vater
Vohlheim|Karin|20.07.2006|01234-447700|Tante
Vohlheim|Karin|20.07.2006|01234-115341|Handy Mutter
Volkmann|Silke|14.11.2009|01234-985627|Eltern
Volkmann|Silke|14.11.2009|01234-821479|Handy Vater
Volkmann|Silke|14.11.2009|01234-598754|Handy Großvater
Volkmann|Silke|14.11.2009|01234-563376|Handy Mutter
Volmert|Marco|21.03.2003|01234-148330|Handy Stiefmutter
Volmert|Marco|21.03.2003|01234-100283|Handy Mutter
Volmert|Marco|21.03.2003|01234-525359|Mutter
Volquartsen|Karin|19.01.2009|01234-790631|Mutter
Volquartsen|Karin|19.01.2009|01234-153513|Handy Mutter
Vorstius|Janina|26.08.2010|01234-997533|Mutter
Vorstius|Janina|26.08.2010|01234-133863|Dienststelle Mutter
Vorstius|Janina|26.08.2010|01234-976402|Handy Mutter
Voss|Kerstin|15.05.2009|01234-300510|Handy Mutter
Voss|Kerstin|15.05.2009|01234-683507|Dienststelle Mutter
Vulpinus|Manuela|19.04.2007|01234-503502|Handy Vater
Vulpinus|Manuela|19.04.2007|01234-619013|Eltern
Vulpinus|Manuela|19.04.2007|01234-407576|Handy Mutter
Wackerow|Steffen|04.12.2003|01234-245052|Vater
Wackerow|Steffen|04.12.2003|01234-203545|Handy Vater
Wagener|Melanie|08.12.2005|01234-933854|Handy Mutter
Wagener|Melanie|08.12.2005|01234-322817|Handy Vater
Wagener|Melanie|08.12.2005|01234-290196|Eltern
Wagener|Melanie|08.12.2005|01234-431899|Großeltern
Wagener|Melanie|08.12.2005|01234-128996|Dienststelle Vater
Wallin|Stefan|15.05.2010|01234-699150|Handy Vater
Wallin|Stefan|15.05.2010|01234-993403|Handy Mutter
Wallin|Stefan|15.05.2010|01234-182736|Eltern
Wallmeyer|René|14.06.2008|01234-557927|Handy Vater
Wallmeyer|René|14.06.2008|01234-322960|Eltern
Wallmeyer|René|14.06.2008|01234-957696|Dienststelle Vater
Wallmeyer|René|14.06.2008|01234-256435|Handy Mutter
Walpurgis|Maik|17.12.2008|01234-841116|Eltern
Walpurgis|Maik|17.12.2008|01234-405459|Handy Mutter
Walpurgis|Maik|17.12.2008|01234-556293|Handy Vater
Walther|Kerstin|16.04.2004|01234-775464|Dienststelle Vater
Walther|Kerstin|16.04.2004|01234-329822|Dienststelle Mutter
Walther|Kerstin|16.04.2004|01234-996631|Handy Stiefvater
Walther|Kerstin|16.04.2004|01234-171428|Mutter
Walther|Kerstin|16.04.2004|01234-810993|Handy Mutter
Wanders|Klaus|14.06.2004|01234-672390|Handy Mutter
Wanders|Klaus|14.06.2004|01234-317159|Handy Vater
Wandry|Frank|28.11.2005|01234-198429|Handy Vater
Wandry|Frank|28.11.2005|01234-697733|Handy Mutter
Wandry|Frank|28.11.2005|01234-637879|Dienststelle Vater
Wandry|Frank|28.11.2005|01234-570856|Eltern
Warburg|Annett|16.07.2004|01234-281091|Handy Mutter
Warburg|Annett|16.07.2004|01234-329240|Eltern
Warburg|Annett|16.07.2004|01234-434789|Handy Vater
Warburg|Annett|16.07.2004|01234-746441|Dienststelle Mutter
Warburg|Annett|16.07.2004|01234-700108|Dienststelle Vater
Weege|Klaudia|26.10.2006|01234-321033|Dienststelle Vater
Weege|Klaudia|26.10.2006|01234-713804|Handy Vater
Weege|Klaudia|26.10.2006|01234-140351|Eltern
Weege|Klaudia|26.10.2006|01234-450749|Handy Mutter
Wenski|Martin|05.06.2010|01234-598651|Handy Großeltern
Wenski|Martin|05.06.2010|01234-385871|Eltern
Wenski|Martin|05.06.2010|01234-902206|Handy Mutter
Wenski|Martin|05.06.2010|01234-315767|Handy Vater
Wenski|Martin|05.06.2010|01234-406300|Dienststelle Mutter
Wenski|Martin|05.06.2010|01234-714139|Großeltern
Wenski|Martin|05.06.2010|01234-131299|Großeltern
Wenski|Martin|05.06.2010|01234-161862|Handy Großeltern
Wesel|Ralph|27.01.2005|01234-500124|Handy Vater
Wesel|Ralph|27.01.2005|01234-314020|Handy Mutter
Wesel|Ralph|27.01.2005|01234-769889|Eltern
Westphal|Torsten|04.06.2008|01234-462902|Handy Vater
Westphal|Torsten|04.06.2008|01234-622042|Handy Mutter
Westphal|Torsten|04.06.2008|01234-692027|Eltern
Westphal|Torsten|04.06.2008|01234-391810|Dienststelle Vater
Westphal|Torsten|04.06.2008|01234-869512|Notfallnummer
Westphal|Torsten|04.06.2008|01234-245190|Dienststelle Mutter
Westphal|Torsten|04.06.2008|01234-152012|Großeltern
Wiegmann|Nadine|13.07.2004|01234-773358|Dienststelle Vater
Wiegmann|Nadine|13.07.2004|01234-169717|Handy Mutter
Wiegmann|Nadine|13.07.2004|01234-963215|Eltern
Wiegmann|Nadine|13.07.2004|01234-911588|Handy Vater
Wilkau|Frank|06.10.2007|01234-713563|Eltern
Wilkau|Frank|06.10.2007|01234-212075|Handy Mutter
Wilkau|Frank|06.10.2007|01234-530718|Handy Mutter
Willmott|Steffen|25.07.2007|01234-214698|Großeltern
Willmott|Steffen|25.07.2007|01234-485398|Handy Mutter
Willmott|Steffen|25.07.2007|01234-216113|Handy Vater
Willmott|Steffen|25.07.2007|01234-440399|Dienststelle Mutter
Willmott|Steffen|25.07.2007|01234-473610|Großeltern
Willmott|Steffen|25.07.2007|01234-690298|Opa
Willmott|Stefanie|09.04.2007|01234-796670|Großeltern
Willmott|Stefanie|09.04.2007|01234-103056|Großeltern
Willmott|Stefanie|09.04.2007|01234-998926|Großeltern
Willmott|Stefanie|09.04.2007|01234-512152|Dienststelle Mutter
Willmott|Stefanie|09.04.2007|01234-245634|Handy Vater
Willmott|Stefanie|09.04.2007|01234-223952|Eltern
Willmott|Stefanie|09.04.2007|01234-793902|Handy Mutter
Willmott|Steffen|25.07.2007|01234-501003|Opa
Wischnewski|Laura|12.09.2002|01234-563323|Handy Mutter
Wischnewski|Laura|12.09.2002|01234-960168|Eltern
Witzki|Dennis|27.12.2010|01234-471760|Handy Mutter
Witzki|Dennis|27.12.2010|01234-540940|Handy Vater
Witzki|Dennis|27.12.2010|01234-179699|Eltern
Zacharias|Daniela|04.08.2006|01234-880517|Festnetznummer
Zacharias|Daniela|04.08.2006|01234-576004|Handy Vater
Zacharias|Daniela|04.08.2006|01234-275447|Notfallnummer
Zacharias|Daniela|04.08.2006|01234-508810|Notfallnummer
Zacharias|Daniela|04.08.2006|01234-802408|Handy Mutter
Zech|Monika|03.02.2004|01234-442777|Großeltern
Zech|Monika|03.02.2004|01234-717562|Handy Vater
Zech|Monika|03.02.2004|01234-906539|Eltern
Zech|Monika|03.02.2004|01234-214859|Handy Mutter
Zibulski|Gabriele|01.08.2004|01234-249213|Handy Mutter
Zibulski|Gabriele|01.08.2004|01234-403008|Handy Vater
Zibulski|Gabriele|01.08.2004|01234-193076|Dienststelle Mutter
Zibulski|Gabriele|01.08.2004|01234-473300|Festnetznummer
Zuber|Daniela|15.06.2010|01234-677241|Handy Mutter
Zuber|Daniela|15.06.2010|01234-387763|Handy Vater
Zurlohe|Franziska|18.02.2008|01234-567563|Eltern
Zurlohe|Franziska|18.02.2008|01234-392964|Handy Mutter
Zurlohe|Franziska|18.02.2008|01234-229894|Großeltern
Zurlohe|Franziska|18.02.2008|01234-788700|Handy Vater
