Nachname|Vorname|Geburtsdatum|Geschlecht|Status|PLZ|Ort|Straße|Aussiedler|1. Staatsang.|Konfession|StatistikKrz Konfession|Aufnahmedatum|Abmeldedatum Religionsunterricht|Anmeldedatum Religionsunterricht|Schulpflicht erf.|Reform-Pädagogik|Nr. Stammschule|Jahr|Abschnitt|Jahrgang|Klasse|Schulgliederung|OrgForm|Klassenart|Fachklasse|Noch frei|Verpflichtung Sprachförderkurs|Teilnahme Sprachförderkurs|Einschulungsjahr|Übergangsempf. JG5|Jahr Wechsel S1|1. Schulform S1|Jahr Wechsel S2|Förderschwerpunkt|2. Förderschwerpunkt|Schwerstbehinderung|Autist|LS Schulnr.|LS Schulform|Herkunft|LS Entlassdatum|LS Jahrgang|LS Versetzung|LS Reformpädagogik|LS Gliederung|LS Fachklasse|LS Abschluss|Abschluss|Schulnr. neue Schule|Zuzugsjahr|Geburtsland Schüler|Geburtsland Mutter|Geburtsland Vater|Verkehrssprache|Dauer Kindergartenbesuch|Ende Eingliederungsphase|Ende Anschlussförderung
Senst|Sophie|13.09.2006|w|2|58640|Iserlohn|Triglawstraße 470|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|109101|G|G|31.07.2016|04|11||||||||||||||
Spica|Uta|17.07.2006|w|2|41366|Schwalmtal|Kleine Alexanderstraße 427|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|122257|G|G|31.07.2016|04|11||||||||||||||
Stahlmann|Anke|25.06.2006|w|2|47198|Duisburg|Carmerstraße 227|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11||||||||||163|tr|||
Stephan|Maria|09.07.2006|w|2|53177|Bonn|Galvanistraße 242|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|GY||||N|N|133309|G|G|31.07.2016|04|11||||||||||||||
Teuffenbach|Uwe|13.02.2007|m|2|44625|Herne|Semliner Straße 267|N|000|jüdisch|HR|01.08.2015|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2013|Gy|2015|GY||||N|N|100870|G|G|31.07.2015|04|11||||||||||368|en|||
Todt|Erik|01.03.2006|m|2|59519|Möhnesee|Falkendammer Straße 276|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|151130|G|G|31.07.2016|04|11|||||||||163|163|tr|||
Tüttinghoff|Ulrike|13.01.2007|w|2|42111|Wuppertal|Birkenallee 6|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11|||||||||122|||||
Wandry|Frank|28.11.2005|m|2|59494|Soest|Fliederstraße 77|N|000|ohne Bekenntnis|OH|01.08.2017|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2011|Gy|2015|Gy||||N|N|164938|GY|GY|31.07.2017||11|||||||||436||xx|||
Weege|Klaudia|26.10.2006|w|2|58515|Lüdenscheid|Sandschurrepfad 129|N|000|ohne Bekenntnis|OH|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R/Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11||||||||||||||
Zacharias|Daniela|04.08.2006|w|2|58579|Schalksmühle|Elcknerplatz 333|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R|2016|Gy|2016|||N|N|192557|G|G|31.07.2016|04|11|||||||||163|451||||
Adams|Susanne|28.06.2005|w|2|52066|Aachen|Delpzeile 129|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||E|||||||||
Auer|Stefanie|29.09.2004|w|2|47279|Duisburg|Einsteinufer 59|N|000|evangelisch|ER|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|R|2020|GY||||N|N|193770|R|R|31.07.2020||11||||||||||||||
Bartelsen|Torsten|17.12.2004|m|2|42899|Remscheid|Deichstraße 477|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||E|||||||||
Briel|Susanne|05.10.2005|w|2|40217|Düsseldorf|Lindenstraße 108|N|000|griechisch-orthodox|OR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|116490|G|G|31.07.2015|04|11|||||E||||170||sr|||
Bröcking|Anke|20.11.2005|w|2|51103|Köln|Am Bahnhof Westend 174|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|103949|G|G|31.07.2015|04|11|||||E|||||||||
Bruning|Christina|24.04.2005|w|2|58638|Iserlohn|Kannegießer-Gasse 489|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||E|||||||||
Buck|Phillipp|10.01.2005|m|2|48366|Laer|Myliusgarten 476|N|000|katholisch|KR|01.08.2015|31.01.2018||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|R/Gy|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||E|||||||||
Conrads|Benjamin|20.03.2005|m|2|51643|Gummersbach|Coubertinplatz 270|N|000|ohne Bekenntnis|OH|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|111259|G|G|31.07.2015|04|11|||||E|||||||||
Cruse|Ines|10.03.2005|w|2|58453|Witten|Mühlweg 207|N|000|islamisch|IR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|R/Gy|2015|GY||||N|N|111259|G|G|31.07.2015|04|11|||||E||||163|163|tr|||
Didrichs|Petra|28.06.2005|w|2|42285|Wuppertal|Alter Markt 184|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|133176|G|G|31.07.2015|04|11|||||E|||||||||
Dortmann|Sabrina|03.05.2005|w|2|42279|Wuppertal|Erlenstraße 321|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11|||||E|||||||||
Eiden|Nadine|16.12.2005|w|2|52070|Aachen|Oettingstraße 198|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||E|||||||||
Fischer|Florian|25.09.2003|m|2|53225|Bonn|Letzte Straße 253|N|000|islamisch|IR|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2009||2020|Gy||||N|N|162851|R|R|31.07.2020|10|11||||||||000|163|163|ku|||
Friedel|Ursula|19.04.2005|w|2|48429|Rheine|Schmale Straße 265|N|000|islamisch|IR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|R/Gy|2015|GY||||N|N|109101|G|G|31.07.2015|04|11|||||E||||163||tr|||
Geis|Anne|12.06.2005|w|2|48683|Ahaus|Kirchhofs-Gasse 415|N|000|evangelisch|ER|01.08.2017|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|Gy||||N|N|169614|GY|GY|31.07.2017|06|11|||||E|||||||||
Gervaisot|Klaus|18.05.2004|m|2|46499|Hamminkeln|Am Bahnhof Wuhlheide 33|N|000|islamisch|IR|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|R/Gy|2020|GY||||N|N|193770|R|R|31.07.2020||11||||||||000|000|000|de|||
Gildemeister|Dominik|05.08.2003|m|2|57399|Kirchhundem|Dickensweg 24|N|000|katholisch|KR|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2009|Gy|2020|GY||||N|N|193770|R|R|31.07.2020||11||||||||000||||||
Gockel|Anna|18.06.2006|w|2|47803|Krefeld|Kaiser-Wilhelm-Straße 445|N|000|evangelisch freikirchlich|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2012|Gy|2015|GY||||N|N|151130|G|G|31.07.2015|04|11|||||E|||||283||||
Gramann|Christin|19.02.2005|w|2|51469|Bergisch Gladbach|Schießgasse 262|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11|||||E|||||||||
Gras|Ralf|18.01.2004|m|2|32278|Kirchlengern|Michaelisweg 424|N|000|ohne Bekenntnis|OH|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|R|2020|GY||||N|N|162851|R|R|31.07.2020||11||||||||000|163|163|tr|||
Grosse-Hündfeld|Dominik|21.10.2005|m|2|52064|Aachen|Am Krusenick 330|N|000|evangelisch freikirchlich|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|R/Gy|2015|GY||||N|N|110346|G|G|31.07.2015|04|11|||||E|||||||||
Haykes|Tobias|25.08.2003|m|2|33442|Herzebrock-Clarholz|Clausewitzstraße 296|N|000|ohne Bekenntnis|OH|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2009|R/Gy|2013|Ge|2020|||N|N|159918|R|R|31.07.2020|10|11||||||||||||||
Horlacher|Jana|25.01.2004|w|2|50825|Köln|Minkwitzweg 228|N|000|katholisch|KR|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|R|2014|R||||N|N|162851|R|R|31.07.2020|10|11||||||||000|000|137|de|||
Jacobi|Klaudia|22.09.2004|w|2|59556|Lippstadt|Schüßlerplatz 453|N|000|ohne Bekenntnis|OH|12.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010||2020|SK||||N|N|188153|GE|GE|20.06.2020|10|11||||||||||||||
Jung|Leon|12.10.2004|m|2|40885|Ratingen|Finkenschlag 306|N|137|katholisch|KR|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|R|2020|GY||||N|N|162851|R|R|31.07.2020||11||||||||121|121|137|it|||
Jünger|Sarah|08.12.2004|w|2|33189|Schlangen|Ottomar-Geschke-Straße 473|J|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||E|||||||||
Kallenberger|Brigitte|05.03.2005|w|2|58566|Kierspe|Müggelwerderweg 8|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|133176|G|G|31.07.2015|04|11|||||E|||||||||
Knoch|Michael|29.12.2005|m|2|40235|Düsseldorf|Koblankstraße 4|N|000|ohne Bekenntnis|OH|01.08.2015|05.02.2018||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||E|||||||||
Kock|Ute|11.11.2004|w|2|51503|Rösrath|Böttcherstraße 417|N|000|islamisch|IR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|R/Gy|2015|GY||||N|N|116490|G|G|31.07.2015|04|11|||||E||||436|436|ta|||
Kroh|Anja|18.10.2004|w|2|48565|Steinfurt|Erlenstraße 105|N|000|islamisch|IR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|Gy|2015|GY||||N|N|151130|G|G|31.07.2015||11|||||E||||122||bs|||
Kuglann|Juliane|09.08.2005|w|2|45357|Essen|Katzenstieg 426|N|000|islamisch|IR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|R/Gy|2015|GY||||N|N|116490|G|G|31.07.2015|04|11|||||E|||000|000|000|tr|||
Loeben|Diana|20.11.2005|w|2|51143|Köln|Stadtbahn-Parallelstraße 294|N|000|orthodoxe|XO|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|R|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||E||||160|160|ru|||
Lorenses|Sabine|06.05.2005|w|2|57489|Drolshagen|Carmerstraße 438|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11|||||E|||||||||
Lotz|Tobias|03.02.2004|m|2|40721|Hilden|Stillerzeile 138|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||E|||000|000|000|tr|||
Lux|Andrea|23.03.2005|w|2|58730|Fröndenberg|Rummelsburger Chaussee 186|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||E|||||||||
Mallory|Eric|14.04.2004|m|2|32545|Bad Oeynhausen|Bismarckplatz 87|N|000|ohne Bekenntnis|OH|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|R|2020|GY||||N|N|159918|R|R|31.07.2020||11||||||||000|163|000|de|||
Marteville|Diana|14.09.2005|w|2|46395|Bocholt|Osteroder Eck 217|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11|||||E|||||||||
Matzen|Marcel|05.08.2005|m|2|47249|Duisburg|Steingasse 327|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11|||||E|||||131||||
Plogen|Andreas|13.09.2004|m|2|51688|Wipperfürth|Dahrendorfzeile 395|N|000|ohne Bekenntnis|OH|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|R/Gy|2013|Gy||||N|N|166923|GY|GY|26.06.2015|06|00|||||E|||||||||
Puterer|Matthias|16.01.2005|m|2|47509|Rheurdt|Schreberplatz 404|N|000|ohne Bekenntnis|OH|01.08.2015||01.08.2017|J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11|||||E|||||||||
Reinking|Florian|12.11.2003|m|2|49536|Lienen|Finkenschlag 491|N|163|islamisch|IR|01.08.2014|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|109101|G|G|31.07.2014|04|11|||||E||||163|163|tr|||
Reuner|Sarah|15.05.2005|w|2|48151|Münster|Müggelheimer Damm 185|N|000|islamisch|IR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|109101|G|G|31.07.2015|04|11|||||E|||||163|tr|||
Röttger|Sarah|22.03.2005|w|2|45276|Essen|Bahnhofstraße 95|N|000|katholisch|KR|28.10.2019|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|R/Gy||||||N|N|166455|GY|GY|11.10.2019|09|11|||||E|||||||||
Russell|Patrick|08.04.2005|m|2|42553|Velbert|Altgrabauer Straße 23|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|122257|G|G|31.07.2015|04|11|||||E|||||||||
Russell|Jessika|27.03.2005|w|2|57319|Bad Berleburg|Am Steilhang 79|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|122257|G|G|31.07.2015|04|11|||||E||||152||pl|||
Scherer|Tim|06.03.2005|m|2|59929|Brilon|Residenzstraße 162|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11|||||E|||||||||
Schrade|Eric|25.12.2004|m|2|42329|Wuppertal|Schillerstraße 35|N|000|ohne Bekenntnis|OH|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|124163|G|G|07.07.2015|04|11|||||E|||||||||
Sielfeld|Franziska|27.02.2005|w|2|33415|Verl|Budapester Straße 31|N|000|islamisch|IR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|R/Gy|2015|GY||||N|N|192557|G|G|31.07.2015|04|11|||||E|||||163|tr|||
Steglitz|Leon|02.12.2004|m|2|51789|Lindlar|Essenplatz 16|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|107955|G|G|31.07.2015|04|11|||||E||||152|||||
Stramm|Maximilian|20.08.2005|m|2|40724|Hilden|Grolmanstraße 350|N|000|evangelisch|ER|01.08.2017|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|Gy||||N|N|166455|GY|GY|31.07.2017|05|11|||||E|||||||||
Timmermann|Eric|28.01.2005|m|2|32139|Spenge|Schäferstraße 216|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|R|2014|Gy||||N|N|192557|G|G|31.07.2014|04|11|||||E|||||||||
Venneker|Uta|25.03.2005|w|2|33803|Steinhagen|Kastanienallee 347|N|000|islamisch|IR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11|||||E|||||163|tr|||
Vidante|Karin|13.03.2004|w|2|52068|Aachen|Elsterweg 92|N|000|ohne Bekenntnis|OH|01.08.2020|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|159918|R|R|31.07.2020|10|11||||G|B|||||||||
Wagener|Melanie|08.12.2005|w|2|40221|Düsseldorf|An der Krummen Lake 258|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|151130|G|G|31.07.2015|04|11|||||E|||225||||||
Wesel|Ralph|27.01.2005|m|2|42697|Solingen|Gloedenpfad 138|N|000|katholisch|KR|01.08.2015|||J|||2021|1|Q1|Q1|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|109101|G|G|31.07.2015|04|11|||||E|||000|152|152|pl|||
Arbat|Alexander|30.11.2003|m|2|32676|Lügde|Turmallee	 79|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|110346|G|G|31.07.2014|04|11|||||G|||||||||
Aßmann|Barbara|02.03.2002|w|2|50937|Köln|Linienstraße 36|N|000|evangelisch|ER|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2008|R|2013|R|2019|||N|N|193770|R|R|31.07.2019|10|11|||||G|||||||||
Bauer|Ulrich|25.12.2003|m|2|42899|Remscheid|Pflanzgartenplatz 133|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||||322|||||
Beckenhennings|Anne|13.04.2003|w|2|53121|Bonn|Kleine Museumstraße 223|N|000|katholisch|KR|01.08.2016|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R|2014|H|2016|||N|N|162851|R|R|31.07.2016|06|11|||||G|||152|152|152|pl|||
Beckmann|Sandra|16.04.2004|w|2|50678|Köln|Bergstraße 65|N|000|ohne Bekenntnis|OH|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|124163|G|G|31.07.2014|04|11|||||G|||||||||
Bertmaring|Eric|18.06.2004|m|2|50969|Köln|Frischenstraße 120|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|192557|G|G|31.07.2014|04|11|||||G|||||||||
Bisson|Michael|24.12.2004|m|2|41363|Jüchen|Straße am Walle 448|N|000|islamisch|IR|23.08.2016|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010||2014|||||N|N|||AS|22.08.2016||99|||||G||2016||451|451|ar||22.08.2018|
Blum|Laura|07.09.2004|w|2|53175|Bonn|Fehrower Steig 324|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|111259|G|G|31.07.2014|04|11|||||G||||||hr|||
Both|Erik|17.09.2004|m|2|47802|Krefeld|Am Parkplatz 288|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|124163|G|G|31.07.2014|04|11|||||G|||||||||
Breton|Christin|31.05.2004|w|2|40235|Düsseldorf|Schmausstraße 221|N|000|evangelisch|ER|01.08.2014|||N|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2014|Gy|2014|Gy||||N|N|100870|G|G|31.07.2014|04|11|||||G|||||||||
Büssing|Manuela|03.09.2004|w|2|46419|Isselburg|Ravensteiner Straße 212|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|124163|G|G|31.07.2014|04|11|||||G|||||||||
Chausse|Annett|25.11.2003|w|2|44339|Dortmund|Bismarckstraße 313|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|124163|G|G|31.07.2014|04|11|||||G|||||||||
Crump|Ines|05.01.2005|w|2|32425|Minden|Bölschestraße 164|N|000|islamisch|IR|22.08.2018|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N||GY|GY|31.07.2018|08|11|||||G||2011|475|475|475|ar|||
Darick|Christin|14.02.2004|w|2|59069|Hamm|Feldstraße 462|N|000|ohne Bekenntnis|OH|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|110346|G|G|31.07.2014|04|11|||||G||||462|||||
Daum|Matthias|27.11.2003|m|2|53909|Zülpich|Neue Kommandantenstraße 269|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||||||tr|||
de Peyrelongue|Ralf|14.02.2004|m|2|42857|Remscheid|Schadowstraße 330|N|125|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||2008|125|125|125||||
Deuter|Leon|01.11.2002|m|2|40885|Ratingen|Charlottenstraße 260|N|000|evangelisch|ER|01.08.2012|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2008|Gy|2012|Gy||||N|N|192557|G|G|31.07.2012|04|11||||||||||||||
Düsterbeck|Kristin|16.02.2004|w|2|41466|Neuss|Bellevuestraße 360|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||G||||150|150|sq|||
Eschholtz|Torsten|21.09.2004|m|2|51375|Leverkusen|Parksteig 470|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||||137|137||||
Gebhard|Swen|30.03.2004|m|2|51503|Rösrath|Schloßparkstraße 178|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||||163|163||||
Genster|Laura|11.05.2004|w|2|58638|Iserlohn|Neue Kommandantenstraße 182|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|111259|G|G|31.07.2014|04|11|||||G||||137|||||
Gerhard|Annett|15.09.2004|w|2|60529|Frankfurt|Cauerstraße 220|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||G|||||||||
Gerhard|Eric|10.02.2004|m|2|59510|Lippetal|Am Dornbusch 265|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|124163|G|G|31.07.2014|04|11|||||G|||||||||
Giske|Anke|10.04.2004|w|2|50858|Köln|Mentzelstraße 472|N|445|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|127310|G|G|31.07.2014|04|11|||||G||2010|445|445|445|ar|||
Gogol|Ines|10.12.2004|w|2|34434|Borgentreich|Birkenallee 241|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|110346|G|G|31.07.2014|04|11|||||G|||||||||
Grant|Klaudia|22.11.2004|w|2|40476|Düsseldorf|Gießplatz 248|N|000|jüdisch|HR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|100870|G|G|31.07.2014|04|11|||||G|||||399|en|||
Gulich|Katja|18.03.2003|w|2|45881|Gelsenkirchen|Eichkatzweg 497|N|000|orthodoxe|XO|01.08.2013|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|Gy|2013|Gy||||N|N|131581|G|G|31.07.2013|04|11|||||G||||170||sr|||
Günst|Benjamin|15.05.2003|m|2|41836|Hückelhoven|Sandschurrepfad 67|N|000|ohne Bekenntnis|OH|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|R/Gy|2013|R|2019|||N|N|193770|R|R|31.07.2019|10|11|||||G|||||||||
Hackewitz|Dieter|27.12.2003|m|2|41517|Grevenbroich|Kalkscheunenquergasse 78|N|000|ohne Bekenntnis|OH|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|110346|G|G|31.07.2014|04|11|||||G|||||||||
Hanssen|Marina|16.11.2004|w|2|40227|Düsseldorf|Erpetal 81|N|000|evangelisch freikirchlich|ER|01.08.2020|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|164549|GY|GY|26.06.2020|10|11||||||||||||||
Hatzfeld|Christin|09.08.2004|w|2|51105|Köln|Meisenheimer Straße 351|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|100870|G|G|31.07.2014|04|11|||||G||||150|150|sq|||
